Address,Price,Rooms,Squared_meters,Floor,Link,Summary,Distric,Type,Pool,Furniture,Exterior,Elevator
"BATAN, Casa de Campo, Madrid",800.0,1.0,70,1,www.idealista.com/inmueble/98129263/,"
SE ALQUILA PISO EN ZONA BATAN, distribuido en una habitacion, un baño, salon comedor, cocina amueblada y equipada, tarima, luminoso, asce...
",Chueca,Flat,False,False,True,True
"calle de Arcos de la Frontera, 7, Aravaca, Madrid",985.0,1.0,55,0,www.idealista.com/inmueble/97698013/,"
Se alquila vivienda en urbanización situada en el centro de Aravaca. La vivienda se encuentra rodeada de pequeño comercio, múltiples cole...
",Chueca,Flat,False,False,True,True
"calle del Tutor, 60, Argüelles, Madrid",900.0,1.0,55,3,www.idealista.com/inmueble/92119495/,"
Apartamento tranquilo y bien situado en la calle Tutor, muy cerca del Cuartel General del Aire y del intercambiador de Moncloa.
El piso,...
",Chueca,Flat,False,False,False,True
"calle Quintana, 18, Argüelles, Madrid",950.0,1.0,62,2,www.idealista.com/inmueble/1684764/,"
Se alquila por un mínimo de 1 año. Reformado con todos los servicios, en pleno centro de Madrid, muy bien comunicado, todo exterior y muy...
",Chueca,Flat,False,False,True,True
"avenida de Valladolid, 17, Casa de Campo, Madrid",900.0,1.0,60,1,www.idealista.com/inmueble/98620577/,"
alquilo a partir del 15 de septiembre precioso apartamento, luminoso, tranquilo y frente al rio manzanares. Zona de príncipe pio/universi...
",Chueca,Flat,False,False,True,True
"Artajona, 22, Valdezarza, Madrid",925.0,2.0,59,2,www.idealista.com/inmueble/98321080/,"
Piso recién reformado, en perfecto estado, recién pintado. Cocina semi abierta al salón, con todos los electrodomésticos casi nuevos. Bañ...
",Chueca,Flat,False,False,True,True
"ARTAJONA, 2, Valdezarza, Madrid",900.0,2.0,55,1,www.idealista.com/inmueble/95277651/,"
Piso recién reformado con altas calidades, para entrar a vivir. Con todos los electrodomésticos. Baño completo, armarios empotrados, suel...
",Chueca,Flat,False,False,True,True
"avenida Valladolid, Casa de Campo, Madrid",750.0,2.0,49,0,www.idealista.com/inmueble/1132086/,"
Liderfinc ofrece en alquiler 750 euros. Pisos de dos, con calefacción central y comunidad incluida. Servicio de portería, ascensor. Sin E...
",Chueca,Flat,False,False,False,True
"plaza Alcira, Valdezarza, Madrid",850.0,2.0,60,1,www.idealista.com/inmueble/97750621/,"
Piso muy luminoso en el barrio de Valdezarza con el Metro a pocos metros, salon amplio, dos habitaciones dobles exteriores, baño y cocina...
",Chueca,Flat,False,False,True,True
"Argüelles, Madrid",850.0,1.0,26,5,www.idealista.com/inmueble/88134747/,"
Alquiler de temporada, disponible hasta el 9 de octubre, NO prorrogable.
Apartamento con un dormitorio y un baño. Situado cerca del metr...
",Chueca,Flat,False,False,False,True
"Aravaca, Madrid",900.0,1.0,58,1,www.idealista.com/inmueble/98444876/,"
Redpiso alquila fantástico apartamento. Apartamento de un dormitorio con baño en suite, cocina equipada con tendedero, salón con comedor....
",Chueca,Flat,False,False,True,True
"Aravaca, Madrid",994.0,2.0,61,1,www.idealista.com/inmueble/98174084/,"
Ref: T100842
Altura piso 1º, piso superficie total 61 m², superficie útil 56 m², hab. individuales: 1, habitaciones dobles: 1, 1 baño, c...
",Chueca,Flat,False,False,True,True
"Valdezarza, Madrid",900.0,1.0,70,0,www.idealista.com/inmueble/97805924/,"
Duplex totalmente reformado, se compone de 1 dormitorio(1ªplanta), salón, cocina, baño(1ª planta). El dormitorio tiene un gran armario em...
",Chueca,Duplex,False,False,True,True
"Aravaca, Madrid",700.0,1.0,35,2,www.idealista.com/inmueble/98347093/,"
Redpiso alquila fantástico apartamento reformado.
Apartamento de un dormitorio con cocina americana, baño completo con plato de ducha y a...
",Chueca,Flat,False,False,True,True
"Valdezarza, Madrid",690.0,1.0,46,5,www.idealista.com/inmueble/40459560/,"
! PRecioso Apartamento con vistas espectaculares PUerta DE HIErro exterior 46 m2 dormitorio a/empotrados salón comedor cocina baño garaje...
",Chueca,Flat,False,False,True,True
"calle de Arriaza, 8, Argüelles, Madrid",800.0,1.0,50,6,www.idealista.com/inmueble/98579631/,"
Bien comunicado (tren, metro y autobuses). Situado entre Plaza de España, Estación Príncipe Pío, Parque del Oeste y Palacio Real.
Piso am...
",Chueca,Flat,False,False,False,True
"Benito Gutiérrez, 37, Argüelles, Madrid",950.0,2.0,70,1,www.idealista.com/inmueble/98495669/,"
El sofa, la vitrina, mesas y algunos mas son conprados por nosotros. Se pueden negociar.
",Chueca,Flat,False,False,False,True
"calle Valderrodrigo, 72, Valdezarza, Madrid",900.0,3.0,80,1,www.idealista.com/inmueble/2117383/,"
A menos de un minuto del metro antonio machado y al lado de las paradas de buses para el centro. 3 habitaciones, un baño, un salón, una c...
",Chueca,Flat,False,False,True,True
"calle de San Restituto, 53, Valdezarza, Madrid",900.0,1.0,50,3,www.idealista.com/inmueble/92066241/,"
Estupendo piso amueblado, con cocina totalmente equipada, baño completo. Cuenta con domótica y aire acondicionado. La urbanización tiene...
",Chueca,Flat,False,True,True,True
"calle Arriaza, 12, Argüelles, Madrid",900.0,1.0,50,3,www.idealista.com/inmueble/29286956/,"
Precioso apartamento de un dormitorio, salón, cocina y WC. Todo separado. Portero en la finca. Muy reformado. Comunidad NO incluida.
",Chueca,Flat,False,False,False,True
"Aravaca, Madrid",990.0,2.0,80,0,www.idealista.com/inmueble/96987552/,"
Aravaca, estupendo amplio apartamento de 2 dormitorios, 2 baños, bonito salón, hall, cocina equipada con electrodomesticos, terraza, a/a,...
",Chueca,Flat,False,False,True,True
"Aravaca, Madrid",995.0,2.0,75,0,www.idealista.com/inmueble/98349774/,"
OCASION, se alquila apartamento en Aravaca, zona Diplomaticos.
Consta de: Hall, salón-comedor, cocina-office con electrodomesticos, 2 dor...
",Chueca,Flat,False,False,True,True
"Valdezarza, Madrid",750.0,1.0,50,6,www.idealista.com/inmueble/86380691/,"
""OFERTA ""PUERTA DE HIERRO APARTAMENTO REFORMADO PISO Reformado de 50 m2 salón comedor cocina americana dormitorio con A/empotrado baño ca...
",Chueca,Flat,False,False,True,True
"Tabernilla, 3, Palacio, Madrid",800.0,1.0,40,0,www.idealista.com/inmueble/98643705/,"
Bajo
1 dormitorio
Amueblado
Totalmente reformado
A estrenar
3 ventana a 1 patio
mucha luz.
",La Latina,Flat,False,False,False,True
"calle de los Mancebos, Palacio, Madrid",700.0,1.0,45,3,www.idealista.com/inmueble/98642581/,"
Alvencor alquila estudio reformado y amueblado en zona Palacio, salón comedor-dormitorio, 1 baño, y cocina amueblada independiente.
Suelo...
",La Latina,Flat,False,True,False,True
"carretera de San Francisco, 14, Palacio, Madrid",775.0,1.0,42,1,www.idealista.com/inmueble/26423506/,"
Magnífica vivienda, acabados en materiales nobles, 2 balcones, portero físico, vídeo portero, ascensor, finca de reciente rehabilitación...
",La Latina,Flat,False,False,True,True
"CARRERA DE SAN FRANCISCO, 14, Palacio, Madrid",725.0,1.0,46,3,www.idealista.com/inmueble/97887467/,"
Magnífica vivienda, acabados en materiales nobles, portero físico, vídeo portero, ascensor, finca de reciente rehabilitación en zona cént...
",La Latina,Flat,False,False,False,True
"de San Francisco, 14, Palacio, Madrid",750.0,1.0,35,1,www.idealista.com/inmueble/25839157/,"
Magnífica vivienda, acabados en materiales nobles, 2 balcones, portero físico, vídeo portero, ascensor, finca de reciente rehabilitación...
",La Latina,Flat,False,False,True,True
"ILUSTRACION, 4, Argüelles, Madrid",800.0,1.0,45,5,www.idealista.com/inmueble/98638443/,"
INMOMAYCO alquila bonito y coqueto piso abuhardillado, recién reformado, muy luminoso, en la zona de Príncipe Pío frente al Palacio Real,...
",La Latina,Attic,False,False,True,True
"calle de Ochagavia, 20, Valdezarza, Madrid",990.0,2.0,65,2,www.idealista.com/inmueble/97190278/,"
Piso reformado y amueblado perfecto para compartir dos estudiantes.
Disponible a partir de septiembre 2022.
",La Latina,Flat,False,True,True,True
"calle de Aguarón, 29, Valdemarín, Madrid",990.0,1.0,61,2,www.idealista.com/inmueble/98637230/,"
Piso de 1 dormitorio con plaza de garaje en urbanización con piscina, pista de paddle y jardín, en el Barrio de VALDEMARIN en el distrito...
",La Latina,Flat,True,False,True,True
"Valdezarza, Madrid",800.0,1.0,60,1,www.idealista.com/inmueble/98636794/,"
""PUERTA DE HIERRO APARTAMENTO 60 m2 salón comedor cocina americana dormitorio con A/empotrado baño calefacción Individual por gas natural...
",La Latina,Flat,False,False,True,True
"Valdezarza, Madrid",870.0,1.0,60,1,www.idealista.com/inmueble/98636611/,"
Ref: 101904
Ático en alquiler de 60 m², muy luminoso.
La vivienda consta de:
- salón comedor
- 1 habitación doble
- 1 baño completo
-...
",La Latina,Attic,False,False,True,True
"calle de Juan Álvarez Mendizábal, Argüelles, Madrid",900.0,1.0,65,1,www.idealista.com/inmueble/98633893/,"
JS Gestión Inmobiliaria ofrece en alquiler piso exterior junto a Plaza de España
Se ubica en la 1ª planta de una finca que dispone de as...
",La Latina,Flat,False,False,True,True
"calle Valderrodrigo, Valdezarza, Madrid",850.0,3.0,80,1,www.idealista.com/inmueble/25077065/,"
! RINSA INVERSORES ALQUILA EN SACONIA! bonito piso con 3 dormitorios, amplio salón, amueblado y equipado, exterior, calef. central y comu...
",La Latina,Flat,False,True,True,True
"calle de Arriaza, Argüelles, Madrid",950.0,2.0,65,3,www.idealista.com/inmueble/98596721/,"
D-2478C ZONA PRINCIPE PIO.
MINIMO UN AÑO DE ALQUILER.
Ubicada a 2 calles de la Estación de Príncipe Pio donde conectarás con metro, Renf...
",La Latina,Flat,False,False,False,True
"calle Valdivieso, 5, Aravaca, Madrid",900.0,3.0,78,1,www.idealista.com/inmueble/98315092/,"
Se alquila estupenda vivienda recién reformada, exterior y muy luminosa de 78m2 (72 útiles) según catastro. Consta de hall recibidor, 3 d...
",La Latina,Flat,False,False,True,True
"calle ROMERO ROBLEDO, Argüelles, Madrid",750.0,1.0,40,1,www.idealista.com/inmueble/98629294/,"
ALQUILOFÁCIL MONCLOA alquila hermoso piso en la zona de Argüelles, uno de los barrios más bonitos para vivir en Madrid.
DISPONIBLE PARA...
",La Latina,Flat,False,False,False,True
"Argüelles, Madrid",900.0,1.0,65,1,www.idealista.com/inmueble/98369136/,"
""World gestión alquila""
Estupendo apartamento amplio en una primera planta exterior con ascensor totalmente amueblado, consta de salón c...
",La Latina,Flat,False,True,True,True
"Valderrey, Valdezarza, Madrid",950.0,3.0,84,2,www.idealista.com/inmueble/98279708/,"
¡EXCELENTE VIVIENDA con todos los servicios indispensables cercanos!
Vivienda REFORMADA en tuberías, obra realizada en terraza y cambio...
",La Latina,Flat,False,False,True,True
"calle de la Ribera del Manzanares, 97, Casa de Campo, Madrid",900.0,1.0,52,2,www.idealista.com/inmueble/92655284/,"
Se alquila piso interior luminoso de un dormitorio. Está completamente amueblado y en perfecto estado. La cocina está totalmente equipada...
",La Latina,Flat,False,True,False,True
"calle de Benito Gutiérrez, Argüelles, Madrid",950.0,1.0,48,2,www.idealista.com/inmueble/98570152/,"
Estupendo apartamento exterior a 2 minutos de Moncloa con dos balcones, un dormitorio con armario, salón comedor con TV, cocina equipada,...
",La Latina,Flat,False,False,True,True
"avenida de Juan Andrés, Valdezarza, Madrid",990.0,1.0,49,3,www.idealista.com/inmueble/98471850/,"
Precioso apartamento con vistas, dentro de una urbanización privada en zona residencial, piscina, conserje, jardines, gran plaza de garaj...
",La Latina,Flat,True,False,True,True
"avenida del Doctor Federico Rubio y Galí, 88, Ciudad Universitaria, Madrid",950.0,2.0,67,5,www.idealista.com/inmueble/98586151/,"
Se alquila estupenda vivienda muy luminosa, de 67 m2 (60 m2 útiles) según catastro. Consta de 2 dormitorios, cuarto de baño completo, sal...
",La Latina,Flat,False,False,True,True
"calle de Arriaza, Argüelles, Madrid",950.0,2.0,65,3,www.idealista.com/inmueble/98389695/,"
ID-2478C ZONA PRINCIPE PIO.
MINIMO UN AÑO DE ALQUILER.
Ubicada a 2 calles de la Estación de Príncipe Pio donde conectarás con metro, Ren...
",La Latina,Flat,False,False,False,True
"Valdezarza, Madrid",850.0,2.0,45,4,www.idealista.com/inmueble/98609529/,"
Ref: 102352
Piso en alquiler de 45 m², muy luminoso. Planta 4ta° interior sin ascensor)
La vivienda cuenta con:
- amplio y soleado saló...
",La Latina,Flat,False,False,True,True
"calle de Juan Álvarez Mendizábal, Argüelles, Madrid",945.0,1.0,68,1,www.idealista.com/inmueble/97804605/,"
""Es una vivienda que presenta un acogedor espacio, perfectamente distribuido en salón comedor, dormitorio y cocina independiente y con to...
",La Latina,Flat,False,False,True,True
"Argüelles, Madrid",750.0,1.0,43,5,www.idealista.com/inmueble/98631756/,"
Vivienda2 te invita a residir en un estupendo inmueble muy próximo Al monumento de Cervantes, la reconocida Plaza de España y por supuest...
",La Latina,Flat,False,False,True,True
"calle de Arriaza, Argüelles, Madrid",995.0,1.0,40,4,www.idealista.com/inmueble/98456356/,"
Se alquila piso recién reformado en la calle Arriaza en pleno centro de Madrid, junto a la Plaza de España, el Palacio Real y muy cerca d...
",La Latina,Flat,False,False,False,True
"calle de Valderrey, 38, Valdezarza, Madrid",850.0,3.0,80,4,www.idealista.com/inmueble/97548563/,"
Se alquila vivienda, exterior, de 81 m2 (71m2 útiles) según catastro con tres dormitorios, cuarto de baño completo, salón y cocina indepe...
",La Latina,Flat,False,False,True,True
"calle del Marqués de Urquijo, Argüelles, Madrid",900.0,1.0,55,4,www.idealista.com/inmueble/98136001/,"
Superhabit Consulting alquila este fantástico Duplex en pleno centro, 4ª planta con ascensor, muy luminoso, amueblado y cocina equipada c...
",La Latina,Duplex,False,True,True,True
"calle Artesa de Segre, Ciudad Universitaria, Madrid",900.0,1.0,66,0,www.idealista.com/inmueble/93132111/,"
Apartamento en alquiler, disponible en la 1ª quincena de agosto, en la zona de Puerta de Hierro en urbanización privada con piscina, jard...
",La Latina,Flat,True,False,True,True
"calle Juan Álvarez Mendizábal, 12, Argüelles, Madrid",900.0,1.0,52,5,www.idealista.com/inmueble/30420978/,"
¡PRECIOSO Y TRANQUILO APARTAMENTO abuhardillado en el centro de Madrid (C/ Juan Alvarez Mendizabal, 12)! Ideal para personas que quieran...
",La Latina,Flat,False,False,False,True
"avenida Valladolid, 11, Casa de Campo, Madrid",890.0,1.0,50,4,www.idealista.com/inmueble/2130943/,"
Vivienda gestionada a través del Plan Alquila de la Comunidad de Madrid (Referencia: V-269529) (IMPORTANTE: Comprobar previamente si se c...
",La Latina,Flat,False,False,False,True
"calle de Arriaza, Argüelles, Madrid",995.0,1.0,40,4,www.idealista.com/inmueble/98430406/,"
Apartamento muy luminoso, recién reformado.
Cocina completamente equipada con todos los electrodomésticos, excepto lavavajillas, termo de...
",La Latina,Flat,False,False,False,True
"calle del Príncipe de Viana, Valdemarín, Madrid",821.0,1.0,75,1,www.idealista.com/inmueble/98128360/,"
Precioso piso 59,92 m2 junto al Palacio de la Zarzuela, ubicado en un entorno precioso y tranquilo, rodeado de árboles.
Piso en primera...
",La Latina,Flat,False,False,True,True
"plaza Alcira, Valdezarza, Madrid",950.0,3.0,72,4,www.idealista.com/inmueble/97963983/,"
""TECNOCASA Estudio Valdezarza alquila vivienda en el distrito de Moncloa, ubicada en la CALLE PLAZA ALCIRA, Una CUARTA planta con altura...
",La Latina,Flat,False,False,True,True
"Antonio machado, 21, Valdezarza, Madrid",900.0,4.0,98,2,www.idealista.com/inmueble/98255360/,"
Buenas! Se alquila este inmueble en una zona inmejorable de Valdezarza.
A escasos metros de supermercados (Dia, corte inglés etc. )
y res...
",La Latina,Flat,False,False,False,True
"calle Armenteros, Valdezarza, Madrid",825.0,2.0,66,0,www.idealista.com/inmueble/97775185/,"
Piso de 66 m2 recién reformado con 2 habitaciones (una con armario empotrado) y un amplio baño.
POSIBILIDAD DE ALQUILARSE AMUEBLADO. Se...
",La Latina,Flat,False,False,True,True
"calle Regulo, 3, Aravaca, Madrid",600.0,1.0,60,2,www.idealista.com/inmueble/89443905/,"
RENTA MENSUAL. 600 €
Comentarios: •CONTACTO SOLO POR EMAIL: PONDRE EN CONTACTO CON INTERESADOS POR EMAIL, PARA ORGANIZAR VISITA.
Observac...
",La Latina,Duplex,False,False,True,True
"avenida europa, 27, Aravaca, Madrid",880.0,1.0,62,3,www.idealista.com/inmueble/30984711/,"
Nuestra promoción de viviendas AZATA Plaza, se sitúa en la C/ Avda de Europa, 27 en donde podemos disfrutar de zonas comunes con piscina...
",La Latina,Flat,True,False,True,True
"avenida Juan Andres, 15, Valdezarza, Madrid",750.0,1.0,50,2,www.idealista.com/inmueble/28006759/,"
Oportunidad! Primer mes de alquiler gratis y 3 si eres Sanitario o personal de las Fuerzas y Cuerpos de Seguridad del Estado)Directamente...
",La Latina,Flat,False,False,True,True
"avenida Europa, 27, Aravaca, Madrid",930.0,1.0,62,1,www.idealista.com/inmueble/29728314/,"
Nuestra promoción de viviendas AZATA Plaza, se sitúa en la C/ Avda de Europa, 27 en donde podemos disfrutar de zonas comunes con piscina...
",La Latina,Flat,True,False,True,True
"calle Juan Álvarez Mendizábal, Argüelles, Madrid",950.0,1.0,53,2,www.idealista.com/inmueble/98379831/,"
Calefacción central incluida en el precio!
Llámame al 681-328-630
Se encuentra en la zona de Argüelles, en pleno centro de Madrid, bien...
",La Latina,Flat,False,False,True,True
"calle de Ofelia Nieto, Valdezarza, Madrid",800.0,2.0,54,1,www.idealista.com/inmueble/30659891/,"
Piso exterior luminoso, en la Calle Ofelia Nieto, una zona muy despejada, muy cerca de zona universitaria y junto a Dehesa de la Villa en...
",La Latina,Flat,False,False,True,True
"calle de Martín de los Heros, Argüelles, Madrid",875.0,2.0,43,5,www.idealista.com/inmueble/37591255/,"
HabitandoMadrid pone a su disposición este coqueto ático abuhardillado en Argüelles, muy cerca de la Plaza de España.
Amueblado y con la...
",La Latina,Attic,False,False,True,True
"Valdezarza, Madrid",950.0,1.0,55,2,www.idealista.com/inmueble/98062612/,"
Ref: 101287
Ático en alquiler con superficie de 55 m², muy luminoso. Planta 2da° exterior sin ascensor
Orientación este-oeste. Se puede...
",La Latina,Attic,False,False,True,True
"calle Valdeverdeja, 39, Valdezarza, Madrid",950.0,1.0,55,4,www.idealista.com/inmueble/90900709/,"
Apartamento amplio y en muy buen estado. Muy luminoso y espacioso. Para entrar a vivir. 2 armarios empotrados. Baño completo con ventana...
",La Latina,Flat,False,False,True,True
"calle Aguilafuente, Valdezarza, Madrid",900.0,1.0,70,0,www.idealista.com/inmueble/98128432/,"
ThreeHome pone a su disposición dúplex en el barrio de Valdezarza.
DISPONIBLE A PARTIR DEL 1 DE NOVIEMBRE DE 2022.
La vivienda se encue...
",La Latina,Duplex,False,False,True,True
"avenida Osa Mayor, 90, Aravaca, Madrid",850.0,1.0,60,1,www.idealista.com/inmueble/1797550/,"
****Disponible a partir del 1 de Septiembre de 2022. Imprescindible 3 meses aval bancario. Alquila directamente propiedad. No agencias
D...
",La Latina,Flat,False,False,True,True
"calle Luisa Andrés, 12, Valdezarza, Madrid",870.0,1.0,60,2,www.idealista.com/inmueble/87464426/,"
Ático silencioso tranquilo, luminoso y acogedor con amplia terraza de 25m2 y balcón, en chalé unifamiliar. Un apartamento confortable con...
",La Latina,Attic,False,False,True,True
"calle Armenteros, Valdezarza, Madrid",850.0,3.0,66,1,www.idealista.com/inmueble/98431659/,"
-ZONA VALDEZARZA- Piso reformado de 66m², exterior, semiamueblado y para entrar a vivir. La vivienda consta de salón con acceso a terraza...
",La Latina,Flat,False,True,True,True
"Av. de Valladolid, Casa de Campo, Madrid",850.0,2.0,65,0,www.idealista.com/inmueble/98070322/,"
Estupendo piso en zona Príncipe Pío, planta baja, 2 dormitorios de buen tamaño, salón de paso, ventanas en todas las estancias, a pesar d...
",La Latina,Flat,False,False,False,True
"calle de Altamirano, Argüelles, Madrid",900.0,3.0,64,2,www.idealista.com/inmueble/97671932/,"
-ZONA ARGÜELLES- Piso de 64m², interior muy luminoso, amueblado y para entrar a vivir. La vivienda consta de salón independiente, tres do...
",La Latina,Flat,False,True,False,True
"calle de Juan Álvarez Mendizábal, 10, Argüelles, Madrid",925.0,1.0,57,5,www.idealista.com/inmueble/91556422/,"
Disponible a partir del 15 de agosto. Apartamento abuhardillado muy luminoso y silencioso en zona inmejorable de Madrid: pleno barrio de...
",La Latina,Flat,False,False,False,True
"BATAN, Casa de Campo, Madrid",800.0,1.0,70,1,www.idealista.com/inmueble/98129263/,"
SE ALQUILA PISO EN ZONA BATAN, distribuido en una habitacion, un baño, salon comedor, cocina amueblada y equipada, tarima, luminoso, asce...
",La Latina,Flat,False,False,True,True
"calle de Arcos de la Frontera, 7, Aravaca, Madrid",985.0,1.0,55,0,www.idealista.com/inmueble/97698013/,"
Se alquila vivienda en urbanización situada en el centro de Aravaca. La vivienda se encuentra rodeada de pequeño comercio, múltiples cole...
",La Latina,Flat,False,False,True,True
"calle del Tutor, 60, Argüelles, Madrid",900.0,1.0,55,3,www.idealista.com/inmueble/92119495/,"
Apartamento tranquilo y bien situado en la calle Tutor, muy cerca del Cuartel General del Aire y del intercambiador de Moncloa.
El piso,...
",La Latina,Flat,False,False,False,True
"calle Quintana, 18, Argüelles, Madrid",950.0,1.0,62,2,www.idealista.com/inmueble/1684764/,"
Se alquila por un mínimo de 1 año. Reformado con todos los servicios, en pleno centro de Madrid, muy bien comunicado, todo exterior y muy...
",La Latina,Flat,False,False,True,True
"avenida de Valladolid, 17, Casa de Campo, Madrid",900.0,1.0,60,1,www.idealista.com/inmueble/98620577/,"
alquilo a partir del 15 de septiembre precioso apartamento, luminoso, tranquilo y frente al rio manzanares. Zona de príncipe pio/universi...
",La Latina,Flat,False,False,True,True
"Artajona, 22, Valdezarza, Madrid",925.0,2.0,59,2,www.idealista.com/inmueble/98321080/,"
Piso recién reformado, en perfecto estado, recién pintado. Cocina semi abierta al salón, con todos los electrodomésticos casi nuevos. Bañ...
",La Latina,Flat,False,False,True,True
"ARTAJONA, 2, Valdezarza, Madrid",900.0,2.0,55,1,www.idealista.com/inmueble/95277651/,"
Piso recién reformado con altas calidades, para entrar a vivir. Con todos los electrodomésticos. Baño completo, armarios empotrados, suel...
",La Latina,Flat,False,False,True,True
"avenida Valladolid, Casa de Campo, Madrid",750.0,2.0,49,0,www.idealista.com/inmueble/1132086/,"
Liderfinc ofrece en alquiler 750 euros. Pisos de dos, con calefacción central y comunidad incluida. Servicio de portería, ascensor. Sin E...
",La Latina,Flat,False,False,False,True
"plaza Alcira, Valdezarza, Madrid",850.0,2.0,60,1,www.idealista.com/inmueble/97750621/,"
Piso muy luminoso en el barrio de Valdezarza con el Metro a pocos metros, salon amplio, dos habitaciones dobles exteriores, baño y cocina...
",La Latina,Flat,False,False,True,True
"Argüelles, Madrid",850.0,1.0,26,5,www.idealista.com/inmueble/88134747/,"
Alquiler de temporada, disponible hasta el 9 de octubre, NO prorrogable.
Apartamento con un dormitorio y un baño. Situado cerca del metr...
",La Latina,Flat,False,False,False,True
"Aravaca, Madrid",900.0,1.0,58,1,www.idealista.com/inmueble/98444876/,"
Redpiso alquila fantástico apartamento. Apartamento de un dormitorio con baño en suite, cocina equipada con tendedero, salón con comedor....
",La Latina,Flat,False,False,True,True
"Aravaca, Madrid",994.0,2.0,61,1,www.idealista.com/inmueble/98174084/,"
Ref: T100842
Altura piso 1º, piso superficie total 61 m², superficie útil 56 m², hab. individuales: 1, habitaciones dobles: 1, 1 baño, c...
",La Latina,Flat,False,False,True,True
"Valdezarza, Madrid",900.0,1.0,70,0,www.idealista.com/inmueble/97805924/,"
Duplex totalmente reformado, se compone de 1 dormitorio(1ªplanta), salón, cocina, baño(1ª planta). El dormitorio tiene un gran armario em...
",La Latina,Duplex,False,False,True,True
"Aravaca, Madrid",700.0,1.0,35,2,www.idealista.com/inmueble/98347093/,"
Redpiso alquila fantástico apartamento reformado.
Apartamento de un dormitorio con cocina americana, baño completo con plato de ducha y a...
",La Latina,Flat,False,False,True,True
"Valdezarza, Madrid",690.0,1.0,46,5,www.idealista.com/inmueble/40459560/,"
! PRecioso Apartamento con vistas espectaculares PUerta DE HIErro exterior 46 m2 dormitorio a/empotrados salón comedor cocina baño garaje...
",La Latina,Flat,False,False,True,True
"calle de Arriaza, 8, Argüelles, Madrid",800.0,1.0,50,6,www.idealista.com/inmueble/98579631/,"
Bien comunicado (tren, metro y autobuses). Situado entre Plaza de España, Estación Príncipe Pío, Parque del Oeste y Palacio Real.
Piso am...
",La Latina,Flat,False,False,False,True
"Benito Gutiérrez, 37, Argüelles, Madrid",950.0,2.0,70,1,www.idealista.com/inmueble/98495669/,"
El sofa, la vitrina, mesas y algunos mas son conprados por nosotros. Se pueden negociar.
",La Latina,Flat,False,False,False,True
"calle Valderrodrigo, 72, Valdezarza, Madrid",900.0,3.0,80,1,www.idealista.com/inmueble/2117383/,"
A menos de un minuto del metro antonio machado y al lado de las paradas de buses para el centro. 3 habitaciones, un baño, un salón, una c...
",La Latina,Flat,False,False,True,True
"calle de San Restituto, 53, Valdezarza, Madrid",900.0,1.0,50,3,www.idealista.com/inmueble/92066241/,"
Estupendo piso amueblado, con cocina totalmente equipada, baño completo. Cuenta con domótica y aire acondicionado. La urbanización tiene...
",La Latina,Flat,False,True,True,True
"calle Arriaza, 12, Argüelles, Madrid",900.0,1.0,50,3,www.idealista.com/inmueble/29286956/,"
Precioso apartamento de un dormitorio, salón, cocina y WC. Todo separado. Portero en la finca. Muy reformado. Comunidad NO incluida.
",La Latina,Flat,False,False,False,True
"Aravaca, Madrid",990.0,2.0,80,0,www.idealista.com/inmueble/96987552/,"
Aravaca, estupendo amplio apartamento de 2 dormitorios, 2 baños, bonito salón, hall, cocina equipada con electrodomesticos, terraza, a/a,...
",La Latina,Flat,False,False,True,True
"Aravaca, Madrid",995.0,2.0,75,0,www.idealista.com/inmueble/98349774/,"
OCASION, se alquila apartamento en Aravaca, zona Diplomaticos.
Consta de: Hall, salón-comedor, cocina-office con electrodomesticos, 2 dor...
",La Latina,Flat,False,False,True,True
"Valdezarza, Madrid",750.0,1.0,50,6,www.idealista.com/inmueble/86380691/,"
""OFERTA ""PUERTA DE HIERRO APARTAMENTO REFORMADO PISO Reformado de 50 m2 salón comedor cocina americana dormitorio con A/empotrado baño ca...
",La Latina,Flat,False,False,True,True
"calle San Cosme y San Damián, Lavapiés-Embajadores, Madrid",600.0,1.0,31,4,www.idealista.com/inmueble/98642138/,"
Agencia inmobiliaria de MADRID zona ANTÓN MARTÍN - HUERTAS Oficina Tecnocasa
ALQUILA! Precioso apartamento con muchísimo encanto. Magníf...
",Lavapies,Flat,False,False,True,True
"calle del Mesón de Paredes, Lavapiés-Embajadores, Madrid",975.0,1.0,37,3,www.idealista.com/inmueble/98639831/,"
La Casa Agency Lavapiés gestiona en exclusiva el alquiler de un fabuloso piso exterior en la calle Mesón de Paredes, esquina con Ronda de...
",Lavapies,Flat,False,False,True,True
"HUERTA DEL BAYO, Lavapiés-Embajadores, Madrid",750.0,2.0,45,3,www.idealista.com/inmueble/92939588/,"
En el barrio más ""cool"" del mundo, Lavapiés, Global Home, te ofrece en exclusiva el alquiler de esta soleada y acogedora vivienda exterio...
",Lavapies,Flat,False,False,True,True
"calle de Juanelo, Lavapiés-Embajadores, Madrid",850.0,1.0,40,4,www.idealista.com/inmueble/98609612/,"
REF. 55945
Estupendo piso en el barrio de Embajadores, en un área de gran actividad multicultural, rodeado de teatros, salas de cine, ca...
",Lavapies,Flat,False,False,False,True
